Run,SpecifySystem,DeploySystem,DesignHardware,PrototypeHardware,TestHardware,ManufactureHardware,DesignSoftware,ImproveSoftware,ReleaseSoftware,DesignDocumentation,DesignTraining,PrepareCertification,TrainOperators,FinalizeCertification,Total duration at mid_gate,Total duration,Label
16,9.0,7.0,9.0,6.6,2.9,9.0,16.9,9.6,8.5,7.5,4.9,10.9,7.3,18.2,67.59,127.09,1
739,6.7,5.7,9.3,6.5,1.5,9.3,15.2,9.1,8.5,4.7,4.9,8.6,7.0,14.4,57.42,111.5,0
351,8.3,5.2,10.3,6.9,1.6,10.8,17.8,9.4,9.0,6.9,4.9,9.3,7.2,15.1,65.91,122.65,1
494,8.9,6.9,10.0,6.3,2.4,11.2,18.2,8.8,9.1,6.5,5.0,9.5,6.5,12.4,66.74,121.74,1
773,7.5,5.9,10.0,5.4,1.4,8.9,14.0,8.9,8.5,5.7,5.5,10.4,7.1,16.8,59.9,115.94,0
857,7.6,4.9,8.8,5.0,1.6,9.2,12.6,8.8,8.6,5.4,4.1,7.7,6.8,13.7,52.87,104.81,0
914,6.7,5.2,9.0,6.3,2.0,9.3,13.4,8.7,8.3,5.5,4.9,9.0,6.9,14.8,56.85,110.07,0
2,7.0,7.8,10.9,6.8,1.6,11.4,17.9,9.5,9.6,7.2,5.5,11.3,7.1,19.4,68.34,133.06,1
220,9.2,6.2,10.8,5.3,2.7,9.8,18.6,9.7,9.6,7.4,5.6,10.1,7.8,17.9,69.67,130.63,1
247,7.9,6.3,10.5,6.8,1.3,9.5,17.8,9.4,8.2,6.2,5.0,8.0,7.6,14.5,63.48,118.91,0
93,7.2,5.0,8.3,4.4,1.7,8.7,14.7,8.5,8.7,5.4,4.6,7.6,6.6,11.4,53.88,102.78,0
311,7.9,5.9,10.2,7.2,1.1,11.1,18.0,9.7,9.5,6.9,5.2,7.9,6.8,17.8,64.36,125.11,1
901,8.9,7.2,8.9,5.2,2.5,9.7,16.1,9.4,9.5,6.8,4.5,9.5,7.4,12.7,62.36,118.29,0
623,9.1,6.4,10.5,7.8,1.2,10.4,16.7,9.3,9.7,6.8,4.5,9.3,7.9,12.4,65.91,121.87,1
291,7.3,4.4,9.4,4.8,1.4,8.9,13.9,8.5,8.4,4.0,4.2,7.6,6.7,12.7,52.54,102.13,0
862,7.2,4.3,9.4,5.9,2.0,10.7,19.9,8.2,9.4,6.9,5.1,6.6,7.6,17.0,63.0,120.27,1
611,8.7,6.0,11.3,7.1,2.5,10.6,18.6,8.5,9.1,5.9,5.3,10.1,7.6,17.0,69.43,128.22,1
968,8.2,7.3,10.6,7.0,1.7,11.3,16.4,9.2,9.2,6.6,5.6,10.1,6.9,14.8,66.17,124.86,1
47,6.6,5.3,9.1,5.2,1.6,8.9,12.8,8.4,8.1,4.1,4.6,7.0,6.3,12.9,50.95,100.94,0
308,8.4,5.5,8.5,6.4,2.0,10.5,16.3,8.9,8.5,5.6,5.2,9.4,6.7,14.9,61.62,116.59,0
902,7.0,4.6,9.3,5.0,1.7,8.4,14.8,8.6,8.7,5.0,4.2,7.4,6.8,12.8,54.25,103.99,0
845,6.5,4.5,9.0,5.0,1.5,8.8,13.1,8.2,8.4,4.8,4.4,7.1,6.4,12.0,51.4,99.75,0
319,6.9,5.1,9.3,6.9,2.7,11.1,14.2,9.5,8.6,7.6,5.8,11.5,7.9,15.7,65.07,122.94,1
110,8.7,5.7,10.0,7.8,2.5,8.5,17.1,9.5,8.9,7.0,5.9,11.8,7.5,18.5,70.8,129.42,1
78,7.3,5.8,9.8,5.0,1.5,9.2,15.0,8.7,9.0,5.0,4.6,8.2,6.8,14.0,56.42,109.88,0
442,9.0,5.3,10.0,6.8,2.7,11.4,17.0,9.9,9.3,7.7,4.7,8.4,7.1,17.7,66.36,127.05,1
962,6.6,4.8,8.6,4.9,1.1,8.8,13.8,8.3,8.5,4.7,4.3,6.8,6.4,11.9,50.82,99.43,0
756,8.3,6.3,10.2,5.6,2.3,9.0,16.3,9.1,9.3,6.4,5.0,10.2,6.8,13.8,64.37,118.73,0
328,7.5,5.5,9.7,5.9,1.2,9.5,13.8,9.3,9.3,6.9,5.2,9.5,7.5,12.5,59.64,113.26,0
167,8.7,6.7,9.4,6.6,2.0,8.8,14.6,8.6,8.9,6.0,4.9,6.7,6.3,16.8,58.93,114.96,0
87,8.2,6.4,9.9,7.0,2.8,11.1,19.7,8.5,9.5,7.7,5.1,10.8,7.1,17.9,71.28,131.7,1
762,8.1,6.3,10.6,6.5,2.0,8.6,17.1,8.4,9.4,6.0,5.4,9.3,7.2,16.4,64.95,121.22,1
213,6.8,5.2,9.2,5.4,1.6,9.4,14.9,8.3,8.8,5.0,4.7,7.8,6.8,13.4,55.45,107.36,0
719,8.9,6.6,9.6,5.9,2.5,10.4,15.9,9.7,9.4,7.5,5.7,7.7,7.5,11.1,63.66,118.37,0
38,8.1,6.4,10.7,6.7,2.3,9.9,17.3,9.2,8.9,6.1,5.3,8.9,7.4,14.2,65.44,121.31,1
815,6.7,4.7,8.6,4.8,1.3,8.5,12.9,8.3,8.1,4.6,4.4,7.2,6.2,11.4,50.45,97.67,0
391,7.6,5.5,9.5,5.7,1.9,9.9,13.3,8.9,9.1,6.3,4.8,9.1,6.5,15.5,58.29,113.77,0
129,6.9,6.0,9.8,4.3,2.0,9.7,13.8,8.4,8.7,4.7,5.0,8.9,6.7,13.5,55.42,108.28,0
359,7.3,6.2,10.7,6.9,2.0,11.1,14.6,9.0,9.0,6.7,5.1,6.7,7.6,16.2,60.04,119.09,0
737,7.7,7.1,10.4,5.1,1.9,10.0,14.6,9.7,9.2,6.0,5.6,7.7,7.2,14.6,59.04,116.82,0
788,9.0,6.4,9.4,6.8,2.4,8.7,14.7,9.4,9.1,4.9,5.0,9.0,7.1,15.4,61.08,117.13,0
547,7.3,5.1,8.5,5.3,1.2,8.7,14.6,8.7,8.6,5.3,4.6,7.6,6.6,12.6,54.46,104.78,0
570,6.6,4.9,9.3,5.3,1.6,8.3,14.5,8.5,8.2,4.6,4.3,7.5,6.4,12.5,53.65,102.53,0
791,9.1,6.6,11.3,5.6,2.6,10.0,15.6,9.5,9.3,7.3,5.2,8.4,6.3,12.6,65.08,119.33,0
271,6.8,5.4,10.0,6.4,2.1,10.4,16.2,8.9,9.2,4.8,4.5,9.0,6.6,11.7,59.78,112.02,0
478,6.7,5.2,8.9,4.6,1.4,9.4,12.3,8.6,8.5,4.5,4.4,7.7,6.6,13.2,50.58,102.05,0
717,7.1,4.9,9.1,5.2,1.6,8.8,14.2,8.5,8.2,4.8,4.1,7.1,6.6,10.7,53.22,100.83,0
471,6.5,5.9,9.5,6.4,1.8,9.5,15.6,8.9,8.9,5.4,5.1,8.1,7.1,13.6,58.44,112.42,0
653,7.6,4.8,10.5,6.2,1.3,9.1,14.7,8.5,9.4,6.0,4.9,10.1,7.1,13.5,61.47,113.82,0
974,6.5,4.1,8.6,4.7,1.3,8.6,13.1,8.2,8.2,4.7,4.2,7.0,6.2,11.3,50.0,96.75,0
938,8.4,6.4,10.4,5.5,2.6,10.9,18.5,8.9,8.9,7.0,5.6,10.0,7.5,14.7,67.94,125.24,1
744,7.0,6.3,10.6,5.6,2.4,9.3,18.5,8.8,9.5,5.5,5.3,8.1,6.9,11.1,62.98,114.82,0
245,8.1,5.7,9.8,6.5,2.5,11.0,14.2,8.5,9.0,6.7,4.7,7.9,6.1,17.7,60.32,118.34,0
925,7.7,6.9,10.2,7.4,2.4,10.6,17.6,9.8,9.1,7.2,5.0,9.8,7.1,14.3,67.47,125.19,1
154,7.2,4.8,9.0,4.9,1.6,8.8,13.5,8.7,8.6,5.1,4.6,6.9,6.7,11.7,52.73,102.02,0
905,7.6,7.7,9.1,7.8,2.4,9.9,15.3,9.6,9.8,7.6,5.7,7.0,7.7,19.3,62.47,126.45,1
649,8.1,5.8,9.1,5.8,1.8,9.0,13.9,8.8,9.1,6.1,5.0,9.8,6.4,15.8,59.63,114.58,0
915,7.9,6.2,9.4,5.4,2.0,11.0,16.0,8.5,9.4,5.2,4.7,10.2,6.9,12.7,60.82,115.6,0
152,7.8,5.0,9.7,5.6,1.6,9.9,15.4,8.2,8.1,4.4,4.3,7.9,6.1,12.7,56.86,106.92,0
106,6.3,4.2,8.3,4.4,1.2,8.2,12.9,8.2,8.2,4.3,4.2,6.7,6.2,11.0,48.37,94.3,0
382,8.3,4.6,10.7,5.1,2.2,9.7,16.9,9.2,8.5,5.7,5.2,7.1,7.3,14.0,61.08,114.39,0
384,8.7,6.6,10.4,5.3,2.5,10.8,16.0,8.7,9.6,6.4,5.0,7.6,7.7,18.7,61.94,124.0,1
236,8.3,6.0,9.6,7.1,2.4,9.9,17.9,9.5,9.6,7.4,5.4,11.1,6.8,18.0,69.22,129.1,1
801,6.6,4.9,8.9,4.8,1.1,8.8,13.6,8.5,8.5,4.3,4.1,6.8,6.3,11.4,50.24,98.53,0
475,8.9,6.7,10.8,7.0,2.0,9.1,14.4,9.0,9.2,4.5,4.9,7.9,6.4,15.9,60.38,116.59,0
929,8.7,5.7,10.8,6.0,1.6,9.8,16.3,9.4,9.4,5.3,5.4,8.1,7.2,17.0,62.31,120.79,1
390,6.9,5.9,9.4,6.0,1.6,8.8,13.5,8.8,9.0,5.6,5.0,6.7,6.3,13.7,54.66,107.18,0
374,9.2,6.2,10.4,6.1,1.7,8.6,17.2,9.6,9.2,6.0,4.8,8.9,6.3,17.3,64.28,121.48,1
48,7.6,5.2,9.4,5.2,2.1,8.9,15.8,8.7,8.7,6.1,4.5,8.5,6.6,14.0,59.28,111.41,0
592,8.9,6.1,11.0,5.8,2.6,10.8,16.3,9.1,9.0,7.0,5.7,11.6,6.3,16.6,68.85,126.86,1
479,7.7,6.5,10.5,6.2,2.4,10.4,18.4,9.4,8.8,7.7,5.2,8.8,6.8,17.2,66.84,125.85,1
730,9.6,6.9,10.7,7.9,2.1,10.7,15.1,9.6,9.2,7.0,5.9,8.7,7.0,16.1,67.0,126.53,1
198,8.9,6.3,9.3,6.6,1.3,10.1,16.8,8.8,9.4,6.3,5.2,9.8,7.0,16.7,64.28,122.45,1
234,6.1,4.1,8.1,4.1,1.1,8.1,12.2,8.1,8.1,4.1,4.0,6.2,6.1,10.3,45.93,90.66,0
921,6.5,6.4,10.0,7.5,2.6,11.5,15.4,9.6,9.9,6.2,5.3,9.0,7.7,19.2,62.44,126.8,1
980,6.6,4.6,10.3,4.9,2.2,8.8,18.5,9.2,9.1,4.5,5.4,9.3,7.4,16.1,61.57,116.78,0
240,8.9,6.6,10.2,5.9,1.7,9.4,15.5,8.5,9.1,4.5,5.1,10.1,6.7,17.1,62.04,119.43,0
625,6.9,5.8,9.8,5.0,1.9,9.4,14.8,8.3,8.7,5.8,4.8,8.6,6.4,13.5,57.75,109.74,0
90,7.0,5.1,8.6,5.0,1.4,8.5,13.5,8.5,8.4,5.1,4.4,7.3,6.5,12.1,52.37,101.42,0
735,7.3,6.9,9.2,6.8,2.5,11.3,13.8,9.2,8.9,6.1,5.3,9.7,7.6,15.7,60.61,120.1,1
44,8.5,6.1,10.2,6.2,2.5,11.3,18.5,9.0,9.2,7.0,5.4,8.4,6.8,16.8,66.64,125.82,1
733,9.2,4.2,9.0,7.5,2.3,9.1,16.1,9.2,8.9,7.4,5.9,11.7,7.7,14.4,69.14,122.74,1
375,7.2,6.8,10.8,6.2,2.2,9.7,15.6,9.1,8.5,6.0,5.2,10.0,7.2,17.3,63.23,121.92,1
369,8.3,6.3,8.6,5.2,1.3,9.8,13.9,8.7,8.5,6.9,5.7,9.8,7.6,17.7,59.73,118.36,0
303,8.5,6.2,11.0,5.6,2.2,10.9,16.7,8.7,9.0,4.7,5.0,8.2,7.2,16.6,61.85,120.53,1
524,6.9,4.8,8.5,4.9,1.4,8.6,12.9,8.1,8.2,5.1,4.1,7.2,6.5,12.7,51.15,99.92,0
655,7.2,4.6,9.4,4.5,1.7,8.8,12.9,8.4,8.5,5.6,4.4,8.4,6.6,12.4,54.09,103.47,0
555,8.7,7.3,10.0,7.1,2.2,9.2,16.5,9.3,9.0,7.4,5.0,9.6,6.2,13.3,66.6,120.93,1
453,9.6,4.4,10.6,5.3,2.1,11.0,18.3,9.4,9.6,5.3,5.7,9.9,7.8,16.0,66.8,124.99,1
687,7.2,4.7,8.8,5.4,1.7,9.2,13.9,8.7,8.7,5.4,4.6,8.1,6.6,13.5,55.11,106.48,0
651,7.0,4.7,9.0,4.9,1.4,8.8,12.2,8.5,8.4,4.5,4.2,7.2,6.4,12.5,50.53,99.94,0
501,7.6,5.1,8.9,5.4,1.5,8.9,14.4,8.6,8.7,5.7,4.9,8.7,6.6,13.4,57.14,108.51,0
156,8.1,5.5,10.5,6.3,1.8,11.1,15.2,9.7,8.7,6.7,5.6,8.9,7.3,17.7,63.16,123.12,1
140,9.7,6.6,9.7,6.8,2.4,9.5,17.2,8.9,8.6,6.7,5.1,10.1,7.2,16.3,67.75,124.91,1
418,7.6,5.9,9.4,5.2,1.5,9.6,13.9,8.4,8.5,5.8,4.6,8.4,6.4,13.7,56.5,109.06,0
370,7.5,7.2,9.6,5.5,2.1,9.4,16.1,9.7,9.3,5.7,5.8,10.9,7.3,15.4,63.29,121.7,1
680,8.0,5.4,9.8,6.5,2.0,10.0,16.9,8.7,8.7,4.6,4.8,9.2,6.7,13.1,61.71,114.31,0
383,9.5,6.6,9.6,7.3,2.1,11.1,18.6,9.7,9.4,7.3,5.7,7.6,7.4,12.6,67.58,124.48,1
966,8.1,6.3,9.5,6.8,2.4,9.6,16.1,9.4,9.3,5.4,5.0,10.5,6.8,17.3,63.87,122.56,1
743,7.1,4.9,9.0,5.4,1.6,9.7,12.5,8.5,8.5,5.8,5.0,8.0,6.3,12.1,54.34,104.37,0
573,9.7,5.7,11.8,5.0,1.7,11.1,14.5,9.3,8.7,6.7,5.4,9.0,7.1,11.4,63.8,117.17,0
187,8.3,5.2,9.7,7.4,1.5,11.0,12.9,8.3,8.5,5.1,5.7,6.5,7.4,16.8,56.97,114.15,0
441,8.2,6.1,9.8,6.8,2.4,10.1,16.7,9.3,8.5,6.8,4.6,10.0,7.1,16.5,65.32,123.07,1
753,8.3,6.4,10.5,5.5,1.3,10.4,14.1,9.1,8.8,6.4,5.0,8.6,6.8,15.1,59.61,116.16,0
1000,7.6,6.8,10.2,5.5,2.3,11.9,16.5,9.8,9.7,6.1,5.8,9.7,7.8,14.1,63.67,123.68,1
151,6.7,6.4,10.4,6.0,2.4,11.4,17.5,9.1,8.9,7.2,5.7,10.0,7.7,16.4,66.1,125.89,1
356,8.5,6.3,10.4,6.6,2.5,10.3,15.0,9.5,9.4,5.8,5.2,10.5,7.4,15.9,64.48,123.16,1
967,7.3,4.5,8.6,5.2,1.7,9.1,13.5,8.6,8.2,5.1,4.7,7.8,6.3,11.1,53.81,101.65,0
930,7.9,6.4,9.3,6.4,2.2,10.0,14.2,8.6,8.8,5.5,4.8,9.1,7.1,14.9,59.47,115.27,0
335,7.8,4.2,8.2,5.7,1.9,9.5,15.8,8.8,9.0,5.2,4.9,9.1,6.5,12.1,58.61,108.57,0
326,8.2,6.3,10.3,6.9,1.5,10.7,17.0,8.5,9.4,6.2,4.6,8.4,7.1,15.8,63.04,120.8,1
825,7.2,4.4,9.7,5.3,1.6,8.3,14.7,8.3,8.8,5.1,4.9,7.2,6.7,14.2,55.73,106.55,0
24,7.0,4.2,8.9,5.3,1.4,9.1,14.3,8.7,8.6,4.9,4.5,8.1,6.5,12.6,54.38,104.01,0
955,8.2,5.7,9.2,4.7,1.7,9.2,16.5,8.6,9.2,5.6,4.7,8.7,6.7,16.0,59.39,114.72,0
865,6.5,5.5,9.7,6.7,2.5,11.1,14.0,9.2,9.8,5.8,4.8,10.8,7.5,17.6,60.76,121.42,1
125,8.8,7.5,11.5,7.5,2.4,11.3,18.7,9.3,9.7,6.3,5.6,9.0,7.2,13.5,69.92,128.46,1
81,7.3,5.7,9.3,4.8,1.9,9.3,13.9,8.6,8.4,5.8,4.8,6.3,6.6,12.6,53.98,105.15,0
63,8.4,6.9,10.3,6.4,2.3,9.2,18.0,8.7,9.1,5.0,5.4,10.2,7.3,14.6,65.94,121.71,1
171,7.5,5.4,9.4,5.7,1.8,9.6,14.5,8.7,8.3,5.5,4.5,8.2,6.5,12.9,57.01,108.36,0
168,6.7,5.7,8.9,5.0,1.9,9.3,15.1,8.5,8.9,5.7,4.6,7.8,6.3,10.4,55.74,104.91,0
852,7.4,5.2,9.0,4.9,1.7,8.3,12.8,8.5,8.5,5.2,4.8,8.1,6.8,13.0,53.88,104.15,0
584,7.1,5.2,9.4,4.7,1.6,8.9,14.6,8.6,8.4,4.8,4.6,8.0,6.5,12.6,54.71,104.95,0
814,7.1,4.6,8.6,4.7,1.6,9.1,13.3,8.3,8.6,5.0,4.5,7.2,6.5,11.0,52.1,100.25,0
45,7.4,5.9,9.4,4.1,1.7,8.9,15.5,9.0,8.7,4.9,4.5,8.9,6.9,15.1,56.3,110.7,0
269,8.2,5.5,9.0,6.2,1.8,9.1,14.8,8.9,9.0,5.6,5.2,7.8,7.1,14.9,58.6,112.98,0
373,9.3,6.4,11.1,6.8,2.7,10.5,18.7,9.7,9.4,6.8,4.7,7.4,7.7,14.2,67.4,125.18,1
215,6.7,4.9,10.0,5.9,2.1,9.8,18.2,9.6,9.5,6.4,5.7,8.0,7.1,17.0,62.93,120.92,1
300,6.7,5.1,8.5,4.6,1.5,10.1,15.0,8.6,8.6,4.6,4.2,8.5,7.0,14.7,53.6,107.71,0
280,7.2,6.4,9.8,5.2,1.6,8.5,16.2,9.0,9.1,6.3,4.9,7.9,6.8,15.5,59.26,114.58,0
709,7.6,6.5,10.4,5.6,2.2,10.7,17.0,8.6,9.2,6.7,5.3,10.4,7.2,13.6,65.26,120.97,1
720,6.4,4.9,8.8,4.8,1.4,8.9,13.0,8.0,8.4,4.8,4.3,7.1,6.4,12.2,50.7,99.52,0
402,7.4,4.6,9.1,5.7,1.8,8.7,17.7,8.9,8.5,6.0,5.4,10.4,7.0,16.7,63.5,117.73,0
715,7.4,5.1,10.7,7.2,1.8,8.2,19.3,9.8,9.3,6.6,5.1,11.4,7.3,18.0,69.65,127.46,1
4,8.5,6.4,10.6,7.0,2.7,9.2,16.6,9.5,9.0,7.4,4.2,10.8,7.6,13.5,67.71,123.0,1
127,7.7,6.1,10.4,6.2,1.6,9.8,14.5,8.9,9.2,6.1,5.1,6.5,7.0,15.6,58.07,114.62,0
448,6.5,5.7,11.3,6.5,1.7,9.7,13.8,9.4,8.8,7.4,5.5,11.4,7.2,18.7,64.02,123.59,1
952,8.5,5.7,11.3,7.2,2.0,10.1,17.8,9.2,9.5,6.5,4.7,10.5,7.3,12.9,68.37,123.05,1
343,6.4,4.4,8.3,4.4,1.1,8.4,12.3,8.2,8.2,4.4,4.1,6.7,6.1,10.9,47.72,93.88,0
941,7.8,7.3,10.7,7.3,2.3,11.2,17.4,9.6,9.6,5.0,5.8,9.5,7.3,17.3,65.69,128.03,1
415,9.8,5.5,9.4,4.7,1.5,9.6,14.2,8.9,9.3,6.6,5.8,10.1,6.5,19.0,62.15,120.74,1
241,6.9,6.2,10.2,5.3,1.7,9.2,14.3,9.1,9.0,5.8,4.7,8.8,6.7,15.5,57.76,113.38,0
268,8.0,5.8,9.6,5.3,1.4,8.3,15.6,9.0,8.3,5.2,4.9,7.7,6.6,13.8,57.81,109.62,0
807,7.9,5.6,9.3,4.2,1.3,9.1,14.4,8.4,8.5,6.0,4.9,7.3,6.9,14.4,55.17,108.05,0
996,9.6,7.1,11.7,6.1,2.3,10.4,18.8,9.2,9.6,5.9,5.0,8.7,7.7,17.8,68.07,129.89,1
467,7.0,4.9,8.6,5.1,1.5,9.1,14.1,8.2,8.7,5.1,4.6,7.7,6.7,13.2,53.63,104.41,0
292,8.2,5.8,10.4,6.4,2.0,9.9,12.8,8.8,9.2,6.3,4.8,6.9,6.6,13.3,57.82,111.46,0
495,8.2,7.2,8.1,4.6,2.8,10.0,13.3,9.2,9.8,7.0,5.6,11.1,7.6,16.9,60.66,121.42,1
672,6.7,5.0,8.8,4.4,1.4,9.2,14.2,8.4,8.6,5.1,4.5,6.7,6.3,12.2,51.88,101.55,0
181,8.1,7.5,11.1,6.9,2.2,10.6,17.5,9.7,9.2,7.6,5.5,11.2,7.9,16.5,70.08,131.52,1
866,8.2,6.7,10.0,5.0,2.1,10.9,17.6,9.2,9.4,6.9,5.6,9.0,7.2,14.0,64.45,121.81,1
459,8.3,5.3,10.1,5.9,2.0,9.9,17.6,9.3,8.4,6.1,5.3,9.5,7.2,16.8,64.81,121.81,1
689,9.4,7.4,11.8,5.7,2.5,11.2,16.9,9.1,9.1,7.4,4.4,9.6,7.1,18.5,67.66,130.02,1
446,6.8,6.4,9.4,5.4,2.4,10.1,14.7,9.0,9.5,6.9,4.1,10.3,6.3,13.9,60.11,115.24,0
315,7.1,5.2,9.7,5.2,1.3,8.5,13.7,8.8,8.9,5.8,4.5,8.0,6.6,14.4,55.32,107.64,0
109,8.1,5.6,8.9,7.0,1.9,11.5,17.2,9.4,8.7,7.4,4.8,10.0,7.6,17.3,65.32,125.47,1
132,7.0,4.8,9.7,5.6,1.6,9.6,13.6,8.6,8.9,5.8,4.5,8.7,7.0,15.1,56.41,110.46,0
516,8.4,7.1,9.6,6.6,2.4,11.2,14.8,8.6,9.2,6.8,5.4,7.9,7.1,15.0,61.88,120.1,1
640,7.7,6.9,11.3,4.4,2.2,11.0,14.4,9.6,9.5,4.8,5.4,8.6,7.5,17.4,58.7,120.6,1
312,8.0,4.9,10.5,5.4,2.0,10.6,15.4,8.9,9.2,6.0,4.5,10.8,7.0,17.0,62.61,120.32,1
447,7.2,5.3,9.0,4.9,1.1,8.9,13.9,8.6,8.6,4.1,4.4,7.5,6.4,12.9,52.14,102.81,0
565,7.7,7.0,10.5,6.4,2.0,9.4,18.5,9.3,8.9,5.4,5.6,9.9,7.1,17.0,66.03,124.81,1
561,7.6,5.5,8.5,5.4,1.8,8.5,13.8,8.7,8.8,5.1,4.4,7.1,6.7,12.6,53.72,104.56,0
523,7.8,7.1,8.9,5.6,2.4,10.9,16.4,9.3,8.8,7.5,5.3,6.9,7.5,17.9,60.71,122.18,1
405,8.8,7.7,11.2,6.1,2.4,9.8,17.4,9.4,9.7,7.0,5.1,11.0,6.6,18.8,68.94,130.88,1
293,7.0,4.5,8.9,5.1,1.5,8.8,14.4,8.6,8.6,4.8,4.5,7.4,6.2,12.6,53.52,102.76,0
771,9.5,5.1,11.7,5.7,2.2,11.2,15.4,8.2,9.9,6.9,4.6,10.8,8.0,16.0,66.82,125.04,1
824,7.5,5.5,8.7,4.9,1.9,9.2,15.5,8.6,8.6,5.3,4.8,8.8,6.1,14.5,57.4,109.86,0
13,6.9,5.6,10.3,6.1,2.8,10.9,14.9,8.6,9.5,7.3,4.2,11.1,7.6,18.3,63.61,124.07,1
673,6.5,4.8,8.5,4.8,1.4,8.5,12.8,8.4,8.2,4.4,4.2,6.8,6.2,11.0,49.37,96.44,0
609,6.7,4.7,8.6,4.4,1.5,8.6,12.6,8.3,8.1,4.7,4.4,7.4,6.3,11.9,50.2,98.18,0
226,9.1,5.2,8.9,6.7,1.8,8.3,15.7,8.9,9.5,5.5,5.0,9.4,7.8,18.3,62.21,120.15,1
299,8.6,6.5,10.3,5.4,1.8,10.8,14.1,9.1,9.4,5.9,5.3,10.2,7.5,16.6,61.61,121.43,1
163,8.1,5.8,9.9,5.8,1.7,9.1,13.8,9.1,8.2,6.4,4.8,9.6,6.3,13.5,60.11,112.08,0
519,8.4,6.5,10.2,6.7,2.9,11.3,17.8,9.8,9.7,5.3,5.1,10.6,6.6,18.7,66.87,129.58,1
336,6.8,4.4,8.9,4.6,1.5,9.0,13.4,8.6,8.3,4.7,4.5,8.1,6.2,12.0,52.49,100.94,0
399,9.4,6.6,9.2,6.8,2.5,9.7,15.0,8.6,9.3,6.2,4.9,9.5,6.9,15.3,63.44,119.73,0
572,8.6,5.8,9.5,6.8,2.4,8.8,17.5,9.4,8.5,5.2,4.7,6.9,6.2,12.8,61.55,113.04,0
144,8.0,7.2,8.7,6.9,2.6,10.4,17.4,8.4,8.7,7.2,5.2,8.1,7.3,17.3,64.18,123.61,1
435,7.8,5.5,9.5,6.1,1.9,10.0,16.2,8.9,8.9,6.2,4.9,8.4,6.5,11.1,61.09,112.11,0
560,7.5,4.8,9.7,5.8,2.1,10.3,14.8,9.4,9.4,6.3,4.3,9.9,6.7,16.9,60.51,118.03,0
82,9.6,7.2,10.6,6.4,2.6,10.9,17.1,9.2,9.6,6.3,5.6,11.0,7.2,16.1,69.1,129.33,1
458,6.7,4.7,8.6,4.9,1.5,8.8,13.5,8.1,8.2,4.3,4.2,6.3,6.3,10.6,49.99,96.62,0
983,8.5,5.4,10.7,6.9,1.4,10.1,17.2,9.1,8.2,5.8,5.2,10.0,6.0,13.5,65.75,118.02,0
350,7.5,6.9,9.0,5.7,2.5,10.7,17.9,9.6,9.3,6.6,5.6,10.2,7.6,15.0,64.96,124.07,1
579,7.0,5.3,10.3,5.5,1.5,10.2,13.4,9.0,9.1,5.5,5.3,7.1,6.9,16.3,55.67,112.44,0
664,7.4,5.0,9.1,4.9,1.7,8.7,14.4,8.4,8.8,5.5,4.5,8.1,6.7,12.7,55.55,105.67,0
911,7.9,7.3,10.7,6.8,2.0,10.0,17.1,9.7,8.9,6.4,5.4,10.3,7.1,19.2,66.52,128.68,1
741,8.4,6.3,9.4,6.7,2.6,10.7,16.3,9.4,8.5,6.1,5.1,10.5,7.2,16.2,64.99,123.28,1
222,7.5,4.8,9.5,4.7,1.8,8.3,14.1,8.8,8.7,5.1,4.4,6.9,6.2,13.3,53.92,103.95,0
285,8.5,7.5,9.7,6.8,1.9,10.1,16.0,9.2,9.7,7.3,4.7,11.8,7.5,17.7,66.7,128.46,1
50,6.8,5.5,10.0,6.0,2.1,9.8,16.5,8.9,8.9,6.0,5.4,10.0,7.5,12.6,62.86,115.99,0
89,6.8,4.6,8.5,4.8,1.4,8.9,13.8,8.4,8.2,4.7,4.4,6.7,6.2,12.0,51.05,99.31,0
367,7.5,4.2,9.7,6.4,2.1,10.0,17.0,9.0,9.0,4.5,5.2,9.7,6.5,14.9,62.03,115.66,0
212,9.5,7.2,9.7,6.2,2.7,10.9,18.9,9.4,9.1,5.6,4.7,8.4,7.1,17.7,65.79,127.14,1
462,7.9,6.4,10.1,6.4,2.4,9.3,16.4,9.4,9.1,6.8,4.7,9.3,6.7,12.1,64.02,116.93,0
352,7.6,4.5,9.4,5.1,2.0,9.4,15.8,9.1,9.0,4.2,5.1,6.9,6.5,14.5,56.14,109.16,0
149,6.3,4.7,8.2,4.4,1.3,8.8,13.5,8.3,8.3,4.8,4.3,7.1,6.3,11.5,49.84,97.66,0
472,8.6,6.0,8.8,6.0,2.2,10.8,15.9,8.5,9.1,5.2,5.4,9.3,7.1,16.6,61.48,119.51,0
576,7.3,6.0,10.1,6.5,1.5,10.0,13.3,9.2,8.9,5.4,4.7,7.3,7.1,13.9,56.22,111.31,0
509,6.6,4.1,8.3,4.4,1.2,8.6,12.9,8.3,8.2,4.1,4.1,6.7,6.2,11.1,48.27,94.76,0
998,8.0,5.8,9.9,5.3,2.1,10.2,14.0,9.1,8.4,4.8,4.9,8.8,6.5,13.5,57.78,111.21,0
111,6.5,4.2,8.4,4.3,1.2,8.5,12.5,8.2,8.2,4.1,4.2,6.5,6.3,11.1,47.67,94.07,0
961,6.7,6.0,10.2,5.7,1.8,10.1,14.7,8.8,9.0,4.8,5.0,7.0,6.4,14.4,55.74,110.59,0
